ADMIN0,ADMIN1,date,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p
Ethiopia,Tigray,2010-01-01,415249.1875,3713853.25,894876.5,0.0,61658.0,415249.1875,2209951.25,1620124.5,778653.5,61658.0,415249.1875,1257366.75,1735558.375,1615804.125,61658.0,0,0.0,0.0,5023978.9375,5085636.9375,5023978.4375,5085636.4375,5023978.4375,5085636.4375,8.265344912186945,73.92254816753001,17.812106920283043,0.0,0.0,894876.5,17.812106920283043,0.0,0.0,4129102.4375,82.18789307971696,8.265345734776554,43.988071953185006,32.247839439497994,15.498742872540443,0.0,2398778.0,47.74658231203844,778653.5,15.498742872540443,2625200.4375,52.253417687961566,8.265345734776554,25.02731183348157,34.545498086644606,32.16184434509727,0.0,3351362.5,66.70734243174188,1615804.125,32.16184434509727,1672615.9375,33.29265756825812,48.895235511458836,29.9344753917554
Ethiopia,Somali,2010-01-01,60.62431335449219,1779085.5,3486491.5,9.052535057067871,0.0,60.62431335449219,2841.9560546875,4159968.5,1102774.625,0.0,60.62431335449219,4359.10546875,4678215.0,583010.8125,0.0,0,0.0,0.0,5265646.676848412,5265646.676848412,5265645.705368042,5265645.705368042,5265645.5422821045,5265645.5422821045,0.0011513175318245427,33.78664785508958,66.21202891050659,0.00017191687199350763,0.0,3486500.552535057,66.21220082737858,9.052535057067871,0.00017191687199350763,1779146.1243133545,33.78779917262141,0.0011513177442357917,0.053971653500923526,79.00205848941064,20.942818539344202,0.0,5262743.125,99.94487702875485,1102774.625,20.942818539344202,2902.580368041992,0.055122971245159316,0.0011513177798940471,0.08278387585619341,88.8440925701293,11.071972236234611,0.0,5261225.8125,99.91606480636392,583010.8125,11.071972236234611,4419.729782104492,0.08393519363608745,33.70386397898534,33.732676201376265
Ethiopia,Sidama,2010-01-01,272404.21875,3537467.25,0.0,0.0,0.0,272404.21875,2838611.25,698855.875,0.0,0.0,272404.21875,25058.46484375,2814193.0,698215.75,0.0,0,0.0,0.0,3809871.46875,3809871.46875,3809871.34375,3809871.34375,3809871.43359375,3809871.43359375,7.1499582330890155,92.85004176691099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3809871.46875,100.0,7.149958467675618,74.50674823066326,18.343293301661113,0.0,0.0,698855.875,18.343293301661113,0.0,0.0,3111015.46875,81.6567066983389,7.149958299066496,0.6577246839039138,73.86582589600529,18.326491121024304,0.0,3512408.75,92.1923170170296,698215.75,18.326491121024304,297462.68359375,7.80768298297041,92.1923170170296,18.343293301661113
Ethiopia,Harari,2010-01-01,0.0,219787.4375,0.0,0.0,0.0,0.0,0.0,219787.4375,0.0,0.0,0.0,0.0,216900.90625,2886.5439453125,0.0,0,0.0,0.0,219787.4375,219787.4375,219787.4375,219787.4375,219787.4501953125,219787.4501953125,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219787.4375,100.0,0.0,0.0,100.0,0.0,0.0,219787.4375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6866657114647,1.3133342885353072,0.0,219787.4501953125,100.0,2886.5439453125,1.3133342885353072,0.0,0.0,100.0,100.0
Ethiopia,SNNP,2010-01-01,2683293.25,9950385.0,1382028.375,0.0,0.0,2683293.25,8016694.5,3315471.5,246.09390258789062,0.0,2681520.75,4833782.5,4702551.5,1797734.25,0.0,0,0.0,0.0,14015706.625,14015706.625,14015705.343902588,14015705.343902588,14015589.0,14015589.0,19.144901657785663,70.9945296818026,9.860568660411726,0.0,0.0,1382028.375,9.860568660411726,0.0,0.0,12633678.25,90.13943133958827,19.14490340771429,57.197938336279265,23.65540241214023,0.0017558438662164915,0.0,3315717.593902588,23.657158256006447,246.09390258789062,0.0017558438662164915,10699987.75,76.34284174399355,19.132415697977446,34.48861478458023,33.55229309306944,12.82667642437289,0.0,6500285.75,46.37896951744233,1797734.25,12.82667642437289,7515303.25,53.62103048255767,36.5184008570306,13.796589595594721
Ethiopia,Dire Dawa,2010-01-01,0.0,403830.25,0.0,0.0,0.0,0.0,0.0,403830.25,0.0,0.0,0.0,0.0,401427.5,2402.72412109375,0.0,0,0.0,0.0,403830.25,403830.25,403830.25,403830.25,403830.22412109375,403830.22412109375,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403830.25,100.0,0.0,0.0,100.0,0.0,0.0,403830.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4050162722904,0.5949837277096084,0.0,403830.22412109375,100.0,2402.72412109375,0.5949837277096084,0.0,0.0,100.0,100.0
Ethiopia,Benishangul Gumz,2010-01-01,940571.4375,0.0,0.0,0.0,0.0,612021.0,328550.34375,0.0,0.0,0.0,612021.0,328550.34375,0.0,0.0,0.0,0,0.0,0.0,940571.4375,940571.4375,940571.34375,940571.34375,940571.34375,940571.34375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940571.4375,100.0,65.06906722885157,34.93093277114844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940571.34375,100.0,65.06906722885157,34.93093277114844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940571.34375,100.0,0.0,0.0
Ethiopia,Gambela,2010-01-01,151879.46875,1192.5557861328125,235344.5,0.0,0.0,150089.84375,2982.18896484375,79.521484375,235264.984375,0.0,146729.984375,6246.20703125,175.3736572265625,235264.984375,0.0,0,0.0,0.0,388416.5245361328,388416.5245361328,388416.53857421875,388416.53857421875,388416.54943847656,388416.54943847656,39.10221608912812,0.3070301366701699,60.59075377420171,0.0,0.0,235344.5,60.59075377420171,0.0,0.0,153072.0245361328,39.40924622579829,38.641465757596926,0.7677811495335986,0.02047324881347837,60.570279844055996,0.0,235344.505859375,60.59075309286948,235264.984375,60.570279844055996,153072.03271484375,39.40924690713052,37.77645020201215,1.608120725102979,0.04515092301810917,60.570278149866766,0.0,235440.35803222656,60.61542907288487,235264.984375,60.570278149866766,152976.19140625,39.38457092711513,0.02467529868316376,-6.813322315224468e-07
Ethiopia,Amhara,2010-01-01,9138517.0,9339302.0,952792.9375,0.0,615443.625,9106709.0,7058367.0,2319751.75,945783.0,615443.625,9106709.0,4188005.25,3395474.75,2740421.5,615443.625,0,0.0,0.0,19430611.9375,20046055.5625,19430610.75,20046054.375,19430610.5,20046054.125,47.03154501461259,48.064888692340496,4.903566293046914,0.0,0.0,952792.9375,4.903566293046914,0.0,0.0,18477819.0,95.09643370695309,46.8678474247136,36.326017183994075,11.938645572424942,4.8674898188673765,0.0,3265534.75,16.806135391292322,945783.0,4.8674898188673765,16165076.0,83.19386460870768,46.86784802772924,21.553647272173976,17.474874245459247,14.103630454637543,0.0,6135896.25,31.578504700096786,2740421.5,14.103630454637543,13294714.25,68.42149529990321,26.674938407049872,11.902569098245408
Ethiopia,Afar,2010-01-01,3802.28125,696971.8125,902452.125,0.0,0.0,0.0,8596.5654296875,1097519.75,497109.875,0.0,0.0,1131.3197021484375,981277.625,620817.3125,0.0,0,0.0,0.0,1603226.21875,1603226.21875,1603226.1904296875,1603226.1904296875,1603226.2572021484,1603226.2572021484,0.23716436305317876,43.473079740637814,56.289755896309,0.0,0.0,902452.125,56.289755896309,0.0,0.0,700774.09375,43.710244103691,0.0,0.5362041539119005,68.45694990211263,31.00684594397547,0.0,1594629.625,99.4637958460881,497109.875,31.00684594397547,8596.5654296875,0.5362041539119005,0.0,0.07056519297050105,61.20643425042609,38.72300055660342,0.0,1602094.9375,99.9294348070295,620817.3125,38.72300055660342,1131.3197021484375,0.07056519297050105,43.63967891072049,43.1740399497791
