,date,CS,admin0Name,admin1Name,admin2Name,ML1,ML2,admin1Name_fr,admin2Name_fr,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,pop_CS,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,pop_ML1,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_ML2
79,2009-10-01,2.0,Tchad,Guéra,Barh-Signaka,1.0,1.0,Guéra,Barh-Signaka,122322.0,86514,0.0,86514.0,0.0,0.0,0.0,86514.0,86514.0,0.0,0.0,0.0,0.0,86514.0,86514.0,0.0,0.0,0.0,0.0,86514.0
80,2009-10-01,2.0,Tchad,Guéra,Mangalmé,1.0,1.0,Guéra,Mangalmé,112089.0,79276,0.0,79276.0,0.0,0.0,0.0,79276.0,79276.0,0.0,0.0,0.0,0.0,79276.0,79276.0,0.0,0.0,0.0,0.0,79276.0
81,2009-10-01,3.0,Tchad,Hadjer-Lamis,Dagana,2.0,2.0,Hadjer-Lamis,Dagana,273197.0,193222,0.0,0.0,193222.0,0.0,0.0,193222.0,0.0,193222.0,0.0,0.0,0.0,193222.0,0.0,193222.0,0.0,0.0,0.0,193222.0
82,2009-10-01,2.0,Tchad,Hadjer-Lamis,Dababa,1.0,2.0,Hadjer-Lamis,Dababa,331350.0,234352,0.0,234352.0,0.0,0.0,0.0,234352.0,234352.0,0.0,0.0,0.0,0.0,234352.0,0.0,234352.0,0.0,0.0,0.0,234352.0
83,2009-10-01,2.0,Tchad,Hadjer-Lamis,Haraze-Al-Biar,2.0,2.0,Hadjer-Lamis,Haraze-Al-Biar,217675.0,153953,0.0,153953.0,0.0,0.0,0.0,153953.0,0.0,153953.0,0.0,0.0,0.0,153953.0,0.0,153953.0,0.0,0.0,0.0,153953.0
84,2009-10-01,3.0,Tchad,Kanem,Nord Kanem,2.0,2.0,Kanem,Nord Kanem,135953.0,96154,0.0,0.0,96154.0,0.0,0.0,96154.0,0.0,96154.0,0.0,0.0,0.0,96154.0,0.0,96154.0,0.0,0.0,0.0,96154.0
85,2009-10-01,2.0,Tchad,Logone Occidental,Lac Wey,1.0,2.0,Logone Occidental,Lac Wey,496751.0,351334,0.0,351334.0,0.0,0.0,0.0,351334.0,351334.0,0.0,0.0,0.0,0.0,351334.0,0.0,351334.0,0.0,0.0,0.0,351334.0
86,2009-10-01,2.0,Tchad,Logone Occidental,Dodjé,1.0,1.0,Logone Occidental,Dodjé,159385.0,112727,0.0,112727.0,0.0,0.0,0.0,112727.0,112727.0,0.0,0.0,0.0,0.0,112727.0,112727.0,0.0,0.0,0.0,0.0,112727.0
87,2009-10-01,2.0,Tchad,Logone Occidental,Guéni,1.0,2.0,Logone Occidental,Guéni,137884.0,97520,0.0,97520.0,0.0,0.0,0.0,97520.0,97520.0,0.0,0.0,0.0,0.0,97520.0,0.0,97520.0,0.0,0.0,0.0,97520.0
88,2009-10-01,2.0,Tchad,Logone Occidental,Ngourkosso,1.0,1.0,Logone Occidental,Ngourkosso,238521.0,168697,0.0,168697.0,0.0,0.0,0.0,168697.0,168697.0,0.0,0.0,0.0,0.0,168697.0,168697.0,0.0,0.0,0.0,0.0,168697.0
