ADMIN0,date,CS_1,CS_2,CS_3,ML1_2,ML1_3,ML2_1,ML2_2,ML2_3,CS_4,CS_5,ML1_1,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,CS_99,ML1_99,ML2_99,period_ML1,period_ML2
Tchad,2012-01-01,8854845.492706299,0.0,0.0,0.0,0.0,7409714.082550049,1445131.41015625,0.0,0.0,0,8854845.492706299,0.0,0,0.0,0,8854845.492706299,12581905.32107544,8854845.492706299,12581905.32107544,8854845.492706299,12581905.32107544,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854845.492706299,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854845.492706299,100.0,83.67976706824982,16.32023293175018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854845.492706299,100.0,0.0,0.0,3727059.8283691406,3727059.8283691406,3727059.8283691406,Jan - Mar 2012,Apr - Jun 2012
Tchad,2012-04-01,7766932.285675049,4415067.877197266,399905.158203125,4415067.877197266,399905.158203125,7205447.051300049,5376458.269775391,0.0,0.0,0,7766932.285675049,0.0,0,0.0,0,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,61.7309706874441,35.09061437461117,3.178414937944733,0.0,0.0,399905.158203125,3.178414937944733,0.0,0.0,12182000.162872314,96.82158506205528,61.7309706874441,35.09061437461117,3.178414937944733,0.0,0.0,399905.158203125,3.178414937944733,0.0,0.0,12182000.162872314,96.82158506205528,57.26832993434227,42.73167006565773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,-3.178414937944733,0.0,,,,Apr - Jun 2012,Jul - Sep 2012
Tchad,2012-07-01,8819689.059112549,3762216.2619628906,0.0,2245273.6604003906,0.0,12581905.32107544,0.0,0.0,0.0,0,10336631.660675049,0.0,0,0.0,0,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,70.09819923170973,29.901800768290276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,82.15474045382122,17.84525954617878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,0.0,0.0,,,,Jul - Sep 2012,Oct - Dec 2012
Tchad,2012-10-01,12581905.32107544,0.0,0.0,0.0,0.0,12581905.32107544,0.0,0.0,0.0,0,12581905.32107544,0.0,0,0.0,0,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,12581905.32107544,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581905.32107544,100.0,0.0,0.0,,,,Oct - Dec 2012,Jan - Mar 2013
Tchad,2013-01-01,13015826.746002197,0.0,0.0,0.0,0.0,13015826.746002197,0.0,0.0,0.0,0,13015826.746002197,0.0,0,0.0,0,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,0.0,0.0,,,,Jan - Mar 2013,Apr - Jun 2013
Tchad,2013-04-01,13015826.746002197,0.0,0.0,0.0,0.0,9372596.94140625,3643229.8045959473,0.0,0.0,0,13015826.746002197,0.0,0,0.0,0,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,72.00923248525136,27.990767514748633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,0.0,0.0,,,,Apr - Jun 2013,Jul - Sep 2013
Tchad,2013-07-01,10116310.083892822,2899516.662109375,0.0,2899516.662109375,0.0,13015826.746002197,0.0,0.0,0.0,0,10116310.083892822,0.0,0,0.0,0,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,77.72314645322119,22.276853546778806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,77.72314645322119,22.276853546778806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,0.0,0.0,,,,Jul - Sep 2013,Oct - Dec 2013
Tchad,2013-10-01,13015826.746002197,0.0,0.0,0.0,0.0,10796196.947265625,2219629.7987365723,0.0,0.0,0,13015826.746002197,0.0,0,0.0,0,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,13015826.746002197,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,82.94668604575325,17.05331395424674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015826.746002197,100.0,0.0,0.0,,,,Oct - Dec 2013,Jan - Mar 2014
Tchad,2014-01-01,11770290.82421875,1678642.8045654297,0.0,1678642.8045654297,0.0,11361169.38671875,1189043.1856689453,898721.0563964844,0.0,0,11770290.82421875,0.0,0,0.0,0,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,87.51839475976963,12.481605240230364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13448933.62878418,100.0,87.51839475976963,12.481605240230364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13448933.62878418,100.0,84.47635850029718,8.84117074623736,6.682470753465464,0.0,0.0,898721.0563964844,6.682470753465464,0.0,0.0,12550212.572387695,93.31752924653453,6.682470753465464,0.0,,,,Jan - Mar 2014,Apr - Jun 2014
Tchad,2014-04-01,9306748.90234375,3137228.3380126953,1004956.3884277344,3137228.3380126953,1004956.3884277344,9306748.90234375,3137228.3380126953,1004956.3884277344,0.0,0,9306748.90234375,0.0,0,0.0,0,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,69.20064563650541,23.326967212465227,7.47238715102935,0.0,0.0,1004956.3884277344,7.47238715102935,0.0,0.0,12443977.240356445,92.52761284897065,69.20064563650541,23.326967212465227,7.47238715102935,0.0,0.0,1004956.3884277344,7.47238715102935,0.0,0.0,12443977.240356445,92.52761284897065,69.20064563650541,23.326967212465227,7.47238715102935,0.0,0.0,1004956.3884277344,7.47238715102935,0.0,0.0,12443977.240356445,92.52761284897065,0.0,0.0,,,,Apr - Jun 2014,Jul - Sep 2014
Tchad,2014-07-01,11145650.52734375,1298326.7130126953,1004956.3884277344,1298326.7130126953,1004956.3884277344,13320787.80065918,128145.828125,0.0,0.0,0,11145650.52734375,0.0,0,0.0,0,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,82.87386074602368,9.653752102946973,7.47238715102935,0.0,0.0,1004956.3884277344,7.47238715102935,0.0,0.0,12443977.240356445,92.52761284897065,82.87386074602368,9.653752102946973,7.47238715102935,0.0,0.0,1004956.3884277344,7.47238715102935,0.0,0.0,12443977.240356445,92.52761284897065,99.04716736908617,0.9528326309138364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13448933.62878418,100.0,-7.47238715102935,0.0,,,,Jul - Sep 2014,Oct - Dec 2014
Tchad,2014-10-01,13448933.62878418,0.0,0.0,0.0,0.0,12509917.021362305,939016.607421875,0.0,0.0,0,13448933.62878418,0.0,0,0.0,0,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,13448933.62878418,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13448933.62878418,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13448933.62878418,100.0,93.01791031660579,6.982089683394212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13448933.62878418,100.0,0.0,0.0,,,,Oct - Dec 2014,Jan - Mar 2015
Tchad,2015-01-01,12818734.989807129,1073308.6772460938,0.0,1466403.6303710938,0.0,12029959.519104004,1862084.1479492188,0.0,0.0,0,12425640.036682129,0.0,0,0.0,0,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,92.27393245392985,7.726067546070158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,89.4442915274672,10.555708472532803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,86.59603876450956,13.403961235490442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,0.0,0.0,,,,Jan - Mar 2015,Apr - Jun 2015
Tchad,2015-04-01,12029959.519104004,1862084.1479492188,0.0,1862084.1479492188,0.0,12125628.956604004,1766414.7104492188,0.0,0.0,0,12029959.519104004,0.0,0,0.0,0,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,86.59603876450956,13.403961235490442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,86.59603876450956,13.403961235490442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,87.28470228870286,12.715297711297147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,0.0,0.0,,,,Apr - Jun 2015,Jul - Sep 2015
Tchad,2015-07-01,12029959.519104004,1862084.1479492188,0.0,1862084.1479492188,0.0,13892043.667053223,0.0,0.0,0.0,0,12029959.519104004,0.0,0,0.0,0,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,86.59603876450956,13.403961235490442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,86.59603876450956,13.403961235490442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,0.0,0.0,,,,Jul - Sep 2015,Oct - Dec 2015
Tchad,2015-10-01,13892043.667053223,0.0,0.0,0.0,0.0,11542038.849182129,2350004.8178710938,0.0,0.0,0,13892043.667053223,0.0,0,0.0,0,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,13892043.667053223,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,83.08380772337742,16.91619227662258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892043.667053223,100.0,0.0,0.0,,,,Oct - Dec 2015,Jan - Mar 2016
Tchad,2016-02-01,11799428.381286621,2536451.198486328,0.0,5336397.195983887,1503575.7041015625,7812009.141296387,4886228.0390625,1637642.3994140625,0.0,0,7495906.6796875,0.0,0,0.0,0,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,82.3069719275188,17.6930280724812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14335879.57977295,100.0,52.28773468677686,37.224065438671914,10.488199874551235,0.0,0.0,1503575.7041015625,10.488199874551235,0.0,0.0,12832303.875671387,89.51180012544877,54.49270899511917,34.083908223926976,11.423382780953851,0.0,0.0,1637642.3994140625,11.423382780953851,0.0,0.0,12698237.180358887,88.57661721904616,11.423382780953851,10.488199874551235,,,,Feb - May 2016,Jun - Sep 2016
Tchad,2016-06-01,10101653.485778809,2919754.639892578,1314471.4541015625,2280134.553955078,1314471.4541015625,13933695.09539795,402184.484375,0.0,0.0,0,10741273.571716309,0.0,0,0.0,0,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,70.46413461809226,20.366763152866977,9.169102229040774,0.0,0.0,1314471.4541015625,9.169102229040774,0.0,0.0,13021408.125671387,90.83089777095923,74.92580773956549,15.90509003139374,9.169102229040774,0.0,0.0,1314471.4541015625,9.169102229040774,0.0,0.0,13021408.125671387,90.83089777095923,97.19456010956972,2.805439890430286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14335879.57977295,100.0,-9.169102229040774,0.0,,,,Jun - Sep 2016,Oct - Jan 2017
Tchad,2016-10-01,13933695.09539795,402184.484375,0.0,402184.484375,0.0,12621946.2946167,1311748.80078125,402184.484375,0.0,0,13933695.09539795,0.0,0,0.0,0,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,14335879.57977295,97.19456010956972,2.805439890430286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14335879.57977295,100.0,97.19456010956972,2.805439890430286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14335879.57977295,100.0,88.04444976243728,9.150110347132431,2.805439890430286,0.0,0.0,402184.484375,2.805439890430286,0.0,0.0,13933695.09539795,97.19456010956972,2.805439890430286,0.0,,,,Oct - Jan 2017,Feb - May 2017
Tchad,2017-02-01,11936837.51538086,2437027.0791015625,408243.453125,2437027.0791015625,408243.453125,11745645.307617188,832133.5046386719,2204329.2353515625,0.0,0,11936837.51538086,0.0,0,0.0,0,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,80.75192981229029,16.486329766044506,2.761740421665209,0.0,0.0,408243.453125,2.761740421665209,0.0,0.0,14373864.594482422,97.23825957833479,80.75192981229029,16.486329766044506,2.761740421665209,0.0,0.0,408243.453125,2.761740421665209,0.0,0.0,14373864.594482422,97.23825957833479,79.45852695562115,5.629329064289704,14.91214398008914,0.0,0.0,2204329.2353515625,14.91214398008914,0.0,0.0,12577778.81225586,85.08785601991086,12.150403558423932,0.0,,,,Feb - May 2017,Jun - Sep 2017
Tchad,2017-06-01,11696860.639648438,1138932.2790527344,1946315.12890625,1681393.1064453125,1212662.09375,14130837.224365234,651270.8232421875,0.0,0.0,0,11888052.84741211,0.0,0,0.0,0,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,79.12850184816264,7.704802829100399,13.16669532273696,0.0,0.0,1946315.12890625,13.16669532273696,0.0,0.0,12835792.918701172,86.83330467726304,80.42190470483177,11.374515062602702,8.203580232565525,0.0,0.0,1212662.09375,8.203580232565525,0.0,0.0,13569445.953857422,91.79641976743447,95.59419521799802,4.405804782001981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14782108.047607422,100.0,-13.16669532273696,-4.963115090171435,,,,Jun - Sep 2017,Oct - Jan 2018
Tchad,2017-10-01,14373864.594482422,408243.453125,0.0,408243.453125,0.0,10229653.905273438,4144210.6892089844,408243.453125,0.0,0,14373864.594482422,0.0,0,0.0,0,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,14782108.047607422,97.23825957833479,2.761740421665209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14782108.047607422,100.0,97.23825957833479,2.761740421665209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14782108.047607422,100.0,69.20294366897942,28.035315909355376,2.761740421665209,0.0,0.0,408243.453125,2.761740421665209,0.0,0.0,14373864.594482422,97.23825957833479,2.761740421665209,0.0,,,,Oct - Jan 2018,Feb - May 2018
Tchad,2018-02-01,9129051.626953125,5687030.009521484,423656.265625,5687030.009521484,423656.265625,9129051.626953125,2997053.185546875,3113633.0895996094,0.0,0,9129051.626953125,0.0,0,0.0,0,15239737.90209961,15239737.90209961,15239737.90209961,15239737.90209961,15239737.90209961,15239737.90209961,59.90294377500677,37.317111659367654,2.779944565625581,0.0,0.0,423656.265625,2.779944565625581,0.0,0.0,14816081.63647461,97.22005543437442,59.90294377500677,37.317111659367654,2.779944565625581,0.0,0.0,423656.265625,2.779944565625581,0.0,0.0,14816081.63647461,97.22005543437442,59.90294377500677,19.666041534309883,20.431014690683348,0.0,0.0,3113633.0895996094,20.431014690683348,0.0,0.0,12126104.8125,79.56898530931666,17.651070125057768,0.0,,,,Feb - May 2018,Jun - Sep 2018
Tchad,2018-06-01,9129051.626953125,3420709.451171875,2689976.8239746094,3420709.451171875,2689976.8239746094,14816081.63647461,423656.265625,0.0,0.0,0,9129051.626953125,0.0,0,0.0,0,15239737.90209961,15239737.90209961,15239737.90209961,15239737.90209961,15239737.90209961,15239737.90209961,59.90294377500677,22.445986099935467,17.651070125057768,0.0,0.0,2689976.8239746094,17.651070125057768,0.0,0.0,12549761.078125,82.34892987494223,59.90294377500677,22.445986099935467,17.651070125057768,0.0,0.0,2689976.8239746094,17.651070125057768,0.0,0.0,12549761.078125,82.34892987494223,97.22005543437442,2.779944565625581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15239737.90209961,100.0,-17.651070125057768,0.0,,,,Jun - Sep 2018,Oct - Jan 2019
Tchad,2018-10-01,0.0,0.0,0.0,422795.5625,0.0,0.0,0.0,0.0,0.0,0,14816078.875,0.0,0,0.0,0,0.0,15239737.0,15238874.4375,15238874.4375,0.0,15239737.0,,,,,,0.0,,0.0,,0.0,,97.22554599269102,2.774454007308963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15238874.4375,100.0,,,,,,0.0,,0.0,,0.0,,,,15239737.0,,15239737.0,Oct - Jan 2019,Feb - May 2019
Tchad,2019-02-01,15225257.645568848,437087.3125,43568.833984375,437087.3125,43568.833984375,10027415.531799316,5197842.113769531,480656.146484375,0.0,0,15225257.645568848,0.0,0,0.0,0,15705913.792053223,15705913.792053223,15705913.792053223,15705913.792053223,15705913.792053223,15705913.792053223,96.9396486390523,2.7829473552895383,0.27740400565817236,0.0,0.0,43568.833984375,0.27740400565817236,0.0,0.0,15662344.958068848,99.72259599434182,96.9396486390523,2.7829473552895383,0.27740400565817236,0.0,0.0,43568.833984375,0.27740400565817236,0.0,0.0,15662344.958068848,99.72259599434182,63.844840004616124,33.09480863443617,3.0603513609477107,0.0,0.0,480656.146484375,3.0603513609477107,0.0,0.0,15225257.645568848,96.9396486390523,2.7829473552895383,0.0,,,,Feb - May 2019,Jun - Sep 2019
